         1          1          3
         1          1         11
         1          1         12
         1          1         14
         1          1         15
         1          1         17
         1          1         18
         1          1         19
         1          1         21
         1          1         23
         1          1         26
         2          2          3
         2          2          9
         2          2         14
         2          2         21
         3          3          3
         3          3          9
         3          3         11
         3          3         12
         3          3         14
         3          3         17
         3          3         25
         3          3         29
         4          4          1
         4          4          3
         4          4          4
         4          4          6
         4          4          7
         4          4          9
         4          4         11
         4          4         14
         4          4         15
         4          4         17
         4          4         23
         4          4         25
         4          4         27
         4          4         28
         4          4         29
         5          5          3
         5          5          5
         5          5         11
         5          5         21
         5          5         28
         6          6          5
         6          6          7
         6          6          8
         6          6         11
         6          6         12
         6          6         16
         6          6         25
         6          6         26
         7          7          3
         7          7          9
         7          7         11
         7          7         12
         7          7         17
         7          7         20
         7          7         26
         7          7         29
         8          8          3
         8          8         11
         8          8         12
         8          8         27
         9          9          0
         9          9          3
         9          9          5
         9          9         17
         9          9         23
         9          9         28
         9          9         29
        10         10          0
        10         10          3
        10         10          4
        10         10          5
        10         10          6
        10         10          7
        10         10          8
        10         10         10
        10         10         11
        10         10         12
        10         10         17
        10         10         21
        10         10         22
        10         10         29
        11         11          3
        11         11          7
        11         11          8
        11         11          9
        11         11         11
        11         11         14
        11         11         17
        11         11         22
        11         11         23
        11         11         25
        11         11         26
        12         12          4
        12         12          5
        12         12          7
        12         12         17
        12         12         19
        12         12         21
        12         12         25
        12         12         26
        12         12         28
        13         13          0
        13         13          4
        13         13          5
        13         13          7
        13         13          8
        13         13         11
        13         13         17
        13         13         19
        13         13         20
        13         13         23
        13         13         24
        13         13         25
        13         13         28
        14         14          0
        14         14          3
        14         14          6
        14         14          8
        14         14          9
        14         14         11
        14         14         12
        14         14         14
        14         14         17
        14         14         21
        14         14         22
        14         14         23
        14         14         26
        14         14         28
        14         14         29
        15         15          0
        15         15          3
        15         15          8
        15         15         11
        15         15         24
        15         15         29
        16         16          0
        16         16          8
        16         16         18
        16         16         22
        16         16         23
        16         16         28
        16         16         29
        17         17          0
        17         17          5
        17         17         11
        17         17         13
        17         17         17
        17         17         25
        17         17         28
        18         18          0
        18         18          8
        18         18          9
        18         18         13
        18         18         20
        18         18         23
        18         18         26
        18         18         28
        19         19          7
        19         19          9
        19         19         11
        19         19         13
        19         19         14
        19         19         20
        19         19         25
        19         19         26
        20         20         11
        20         20         12
        20         20         13
        20         20         23
        20         20         24
        20         20         26
        21         21          0
        21         21          3
        21         21          4
        21         21          6
        21         21          8
        21         21          9
        21         21         10
        21         21         11
        21         21         14
        21         21         16
        21         21         17
        21         21         18
        21         21         23
        21         21         25
        21         21         26
        22         22          3
        22         22          5
        22         22          6
        22         22          7
        22         22          9
        22         22         10
        22         22         11
        22         22         14
        22         22         16
        22         22         17
        22         22         18
        22         22         26
        22         22         28
        22         22         29
        23         23          0
        23         23          3
        23         23          5
        23         23          8
        23         23          9
        23         23         10
        23         23         11
        23         23         16
        23         23         17
        23         23         28
        23         23         29
        24         24          0
        24         24          7
        24         24          8
        24         24         11
        24         24         14
        24         24         17
        24         24         21
        24         24         25
        25         25          0
        25         25          3
        25         25          4
        25         25          8
        25         25          9
        25         25         11
        25         25         17
        25         25         26
        25         25         28
        26         26          5
        26         26          8
        26         26          9
        26         26         12
        26         26         17
        26         26         23
        26         26         25
        26         26         26
        26         26         28
        26         26         29
        27         27          7
        27         27         14
        27         27         17
        27         27         28
        28         28          5
        28         28          8
        28         28          9
        28         28         17
        28         28         19
        28         28         21
        28         28         25
        28         28         28
        28         28         29
        29         29          3
        29         29          5
        29         29          7
        29         29         11
        29         29         14
        29         29         17
        29         29         22
        30         30          4
        30         30          6
        30         30          7
        30         30          8
        30         30         11
        30         30         13
        30         30         14
        30         30         17
        30         30         18
        30         30         23
        30         30         25
        30         30         26
        30         30         29
        31         31          6
        31         31          7
        31         31          8
        31         31          9
        31         31         10
        31         31         11
        31         31         17
        31         31         22
        31         31         25
        32         32          5
        32         32          8
        32         32          9
        32         32         11
        32         32         14
        32         32         18
        32         32         19
        32         32         21
        32         32         22
        32         32         23
        32         32         27
        33         33          3
        33         33          9
        33         33         14
        33         33         16
        33         33         17
        33         33         25
        33         33         28
        33         33         29
        34         34          7
        34         34         12
        34         34         21
        34         34         28
        34         34         29
        35         35          5
        35         35          8
        35         35          9
        35         35         11
        35         35         12
        35         35         14
        35         35         16
        35         35         21
        35         35         22
        35         35         26
        35         35         28
        35         35         29
        36         36          0
        36         36          9
        36         36         11
        36         36         14
        36         36         18
        36         36         19
        36         36         20
        36         36         23
        36         36         26
        36         36         27
        36         36         28
        36         36         29
        37         37          9
        37         37         10
        37         37         14
        37         37         18
        37         37         21
        37         37         24
        37         37         28
        38         38          7
        38         38          8
        38         38          9
        38         38         10
        39         39          7
        39         39          8
        39         39         10
        39         39         11
        39         39         23
        39         39         28
        40         40          3
        40         40          9
        40         40         11
        40         40         12
        40         40         19
        40         40         28
        40         40         29
        41         41          3
        41         41          7
        41         41          8
        41         41         11
        41         41         14
        41         41         23
        41         41         26
        41         41         28
        41         41         29
        42         42         10
        42         42         14
        42         42         18
        43         43          3
        43         43          5
        43         43          7
        43         43          9
        43         43         13
        43         43         14
        43         43         17
        43         43         18
        43         43         19
        43         43         22
        43         43         25
        43         43         28
        44         44         14
        44         44         22
        44         44         26
        44         44         29
        45         45          0
        45         45          3
        45         45          5
        45         45          8
        45         45         11
        45         45         13
        45         45         17
        45         45         21
        45         45         23
        45         45         25
        45         45         26
        46         46          3
        46         46          5
        46         46          6
        46         46          9
        46         46         10
        46         46         11
        46         46         14
        46         46         16
        46         46         17
        46         46         20
        46         46         21
        46         46         26
        46         46         28
        46         46         29
        47         47          0
        47         47         11
        47         47         17
        47         47         20
        47         47         23
        47         47         24
        47         47         29
        48         48          0
        48         48          4
        48         48          8
        48         48          9
        48         48         13
        48         48         14
        48         48         17
        48         48         21
        48         48         25
        48         48         29
        49         49          0
        49         49          8
        49         49         11
        49         49         17
        49         49         22
        49         49         25
        49         49         27
        49         49         28
        49         49         29
        50         50          3
        50         50          4
        50         50          7
        50         50         13
        50         50         14
        50         50         21
        50         50         22
        50         50         23
        50         50         28
        50         50         29
        51         51          0
        51         51          3
        51         51          5
        51         51          9
        51         51         10
        51         51         11
        51         51         13
        51         51         15
        51         51         25
        52         52         11
        52         52         14
        52         52         18
        52         52         24
        52         52         28
        52         52         29
        53         53          3
        53         53          4
        53         53         12
        53         53         19
        54         54          5
        54         54          8
        54         54          9
        54         54         10
        54         54         11
        54         54         13
        54         54         19
        54         54         21
        54         54         26
        54         54         27
        54         54         28
        55         55          0
        55         55          3
        55         55          5
        55         55          7
        55         55         11
        55         55         21
        55         55         22
        55         55         23
        55         55         26
        56         56          1
        56         56          4
        56         56          5
        56         56          8
        56         56         10
        56         56         11
        56         56         13
        56         56         24
        56         56         25
        56         56         26
        56         56         27
        56         56         28
        56         56         29
        57         57          3
        57         57          5
        57         57          7
        57         57          8
        57         57          9
        57         57         11
        57         57         12
        57         57         15
        57         57         17
        57         57         23
        57         57         25
        57         57         29
        58         58          3
        58         58          5
        58         58          6
        58         58          9
        58         58         11
        58         58         17
        58         58         23
        58         58         24
        58         58         28
        59         59          3
        59         59          4
        59         59          5
        59         59          6
        59         59          8
        59         59          9
        59         59         10
        59         59         11
        59         59         13
        59         59         14
        59         59         15
        59         59         19
        59         59         22
        59         59         26
        59         59         29
        60         60          0
        60         60          3
        60         60          4
        60         60          6
        60         60          8
        60         60         10
        60         60         11
        60         60         13
        60         60         17
        60         60         21
        60         60         23
        60         60         25
        60         60         29
        61         61          3
        61         61          5
        61         61          8
        61         61          9
        61         61         10
        61         61         14
        61         61         25
        61         61         26
        61         61         28
        61         61         29
        62         62          9
        62         62         10
        62         62         13
        62         62         14
        62         62         23
        62         62         28
        62         62         29
        63         63         11
        63         63         25
        63         63         26
        63         63         28
        63         63         29
        64         64          4
        64         64          5
        64         64          8
        64         64         16
        64         64         26
        64         64         29
        65         65          0
        65         65          7
        65         65         11
        65         65         23
        65         65         29
        66         66          0
        66         66          3
        66         66          8
        66         66          9
        66         66         11
        66         66         12
        66         66         17
        66         66         20
        66         66         22
        66         66         25
        66         66         28
        66         66         29
        67         67          3
        67         67          5
        67         67          7
        67         67          8
        67         67          9
        67         67         11
        67         67         12
        67         67         14
        67         67         20
        67         67         21
        67         67         22
        67         67         23
        67         67         25
        67         67         28
        67         67         29
        68         68          3
        68         68          5
        68         68          7
        68         68          8
        68         68          9
        68         68         10
        68         68         11
        68         68         14
        68         68         17
